tau 2.01, tau 2.77
1.4943582161125322, 0.9256562949492537
1.4853174362683768, 0.9670506549617686
1.3799710168020132, 0.6318709716070552
1.3910852698710634, 0.6542518279411444
1.3788828077260287, 0.5656892506034633
1.7476606937021901, 0.7719494995502943
1.815393182879697, 0.8364181609185221
2.110358363350882, 0.9674451083945121
2.168844717768504, 0.9823331970643547
2.0553886644895156, 0.9643519234713851
2.0177765187065395, 1.0729804867697441
2.003618081399101, 1.1740581123568636
1.89675598023638, 1.2336530402802757
1.801420495014245, 0.9940483419394471
1.695095186781609, 1.4751526462876992
1.5788212549963663, 1.2861426356760433
1.573055965909091, 1.5172532834640051
1.4980800744878957, 1.4000566151915261
1.5748901303538174, 1.3891329778601482
1.395498106060606, 1.2836607460593354
1.2834503491078355, 0.999193182970355
1.2195948540706607, 0.9454675894809623
1.1979878926063208, 1.0132684652166177
1.1115737826893053, 0.9935720774940388
1.0435957953193178, 1.011924810201253
1.078601143141153, 0.983240062127048
1.0701029617072197, 1.016654078383417
1.082558326629123, 1.063006849012607
1.1142752740560293, 1.085706656655406
1.0579065040650406, 1.1800995329203403
0.9497023073753604, 1.3692606401323353
0.9078217520703933, 1.4381455772575062
0.9142515865584687, 1.3725520216684473
0.9687086765948457, 1.4013446478480744
0.9529748333976245, 1.2092856710864643
0.982838317091284, 0.8757380727816546
1.0444393505680294, 0.6940648433037305
0.9381727533237814, 0.5847621622418757
0.9005877034358047, 0.5982590615402409
0.8949417758369723, 0.8741175073875529
0.9097972972972973, 0.8707139729514624
0.8917132683889266, 0.8265596315289255
0.8537639641447589, 0.6447620641761673
0.8171746114763898, 0.7305396444276823
0.8240254957507082, 0.7549237916978802
0.8751768082663606, 0.6640984818976386
0.8950494233937396, 0.869091846235143
1.0049519163568252, 0.9094122100337382
1.015228555633147, 0.7716431608661054
0.9451359118837955, 0.9687114068754816
0.9434023060911483, 1.4160395396765524
0.8590370550950757, 1.2623056284230803
0.9326179538297074, 1.026650797482604
1.0945370224559856, 1.0154471525879913
1.0879740192178222, 1.0163273487046107
1.1365590246886121, 1.0897527288280802
1.1503677852720036, 1.1111918588011027
1.1663047910295619, 1.0712172954049108
1.1711225357133064, 1.0811996962315238
1.165796881826125, 1.1214106970829407
1.1795432586736934, 1.113446373323912
1.2062046414644716, 1.1366010546259584
1.1927289212478187, 1.0732798356668984
1.2221648884315426, 0.9233817303354664
1.24352606660862, 0.9407265275845109
1.3316138278583618, 1.0111260970997782
1.3496164042416454, 0.949197083265503
1.3428433344058344, 0.9443437826805938
1.3314623552123552, 0.8715742879685476
1.3279298690325307, 0.8824999115275354
1.3208749836366016, 1.0135141261587217
1.3310136426719736, 0.9169702325109248
1.3535819306428718, 1.0459547440015338
1.3888331902645932, 1.0924483669123406
1.4160237845138055, 1.0824556462157962
1.4889901172030195, 1.0582567035402013
1.5169115308151095, 1.096682358458667
1.568778120109546, 1.1956190193927048
1.647889203396684, 1.2082617947788383
1.6983840520378457, 1.2818149881756822
1.6518207663635716, 1.0293252339680061
1.6640199745821644, 0.9412354913993636
1.705911732250188, 0.9396989787814906
1.6624086107401757, 0.8585569958550641
1.6676060267857142, 0.7263691701962597
1.754264, 0.6978480222132896
1.8283842045020984, 0.595656281317466
1.7903216872603325, 0.5697024868253509
1.782333578009517, 0.48471166380625275
1.7681780197900328, 0.3542560872844246
1.8368937924345297, 0.3048060605569934
1.7343089030988685, 0.3364375319518662
1.603317191283293, 0.2611623053346327
1.4828571428571427, 0.1822212737311355
0.7144731237922467, 0.556777461540911
0.8265810313266789, 0.8200585154227559
0.8877627559960775, 0.6924307152491251
0.8833990798677802, 0.6727882788295598
0.8843247433968924, 0.8647875023612623
0.8738622526785671, 0.9132171942928478
0.8223989129222056, 0.8309711139559366
0.9615528877619077, 0.9402028147900893
1.014592762996656, 0.9480494527882004
1.0815045900564642, 1.0949004742822033
1.1174913793553123, 1.2532781919890446
1.2828762707017134, 1.1940620978694776
0.9705281627223634, 1.2539021638556682
1.1393696074939812, 1.1727387872990183
1.1487522126116767, 1.148802512295632
1.1879778775672485, 1.2064255202610692
1.1896242017890277, 1.370618858257655
1.174589559611695, 1.497973929638987
1.1990694881416846, 1.5258734216028675
1.1343316652747628, 1.5184785219273342
1.1095115862866474, 1.5031494997695962
1.0847607412856477, 1.5407737973216666
1.095929663234321, 1.5557921905058434
1.0440992761026293, 1.5769222878473552
1.094079028301202, 1.5426424092823514
0.9091594812761391, 1.3442926527921644
0.9944382139839848, 1.521745237167337
1.0393249526552906, 1.4345004434113724
1.0464838099595326, 1.3397912583807423
0.986407323809461, 1.4529691873634047
1.0012883613446428, 1.5407866800485592
1.0385052286896719, 1.398936489742999
0.9551538954116735, 1.319139658785487
1.0286316553125068, 1.3473398445230842
0.960254879323484, 1.267418106545371
0.9648292178267358, 1.050959010490269
0.915581799064273, 1.0498409711484824
0.929067908349906, 1.1176816067382074
0.9525184272462985, 1.2971028331496863
0.9740728591160219, 1.1537367493335036
0.8622770750574953, 1.276179428003555
0.9045413770153157, 1.310781092236638
0.9538182372615869, 1.3015320993521282
0.9349680334424872, 1.2481539828997348
0.9706374944210832, 1.3373773839410086
0.9327757083088668, 1.2421495925556085
0.9266431755066591, 0.9828417533903393
0.9430524907344275, 1.1793886920420529
0.9366758565310492, 1.1989675727524556
0.8998201047555049, 1.2495533001882495
0.9541976205170165, 1.3530031692821232
1.1079898030563928, 1.471028700236952
1.0340206561846697, 1.323485110322825
1.051789039634172, 1.395191825003112
1.0652466783710262, 1.4041023824966925
0.8822691056866907, 1.1937143429421821
0.8615598921299421, 1.1420152374924228
0.9353604583381724, 1.2341163317493908
0.9031894052885308, 1.3360269802514848
0.8833808782538327, 1.3803414313089295
0.8659929630425441, 1.3670042849249882
0.9090799815698181, 1.3247940950358574
0.9662087054592824, 1.4811471933064053
1.0562606142900857, 1.4771944723364576
1.1731572384006947, 1.326099085118063
1.2279410561857285, 1.2282558406031987
1.213750718616233, 1.1324669031665389
1.2507436250523236, 1.0637711997928871
1.300370048379138, 1.0761858506193906
1.3110284767512705, 1.0149404987326678
1.3550631260012445, 1.0542359124024532
1.42137027116673, 1.04046145022993
1.377629252437783, 0.9864908110350268
1.2821717450196857, 0.89526895104954
1.2461308882292186, 0.8474438315483577
1.2950831072714577, 0.8937375885197976
1.3138661058500185, 0.9125820768702342
1.3246753355163556, 0.9266863617039218
1.402536451003571, 0.8899602078578666
1.375272451493281, 0.9196488028767309
1.3714482561260257, 0.8810178685362522
1.2898944711945333, 0.8188988317229349
1.250941953656662, 0.7416499256778442
1.2239685773709326, 0.8313616738283598
1.2617173577999325, 0.7586072593651896
1.4859467455621302, 0.3643579448180155
0.8096852257899623, 0.7304714120254023
0.8642823860760314, 0.5463557106784608
0.937364138953008, 0.6470357028570048
0.9613856734342153, 0.8200107822570248
0.9406810053530581, 0.7672729680043437
0.961191399311553, 0.7620004874728491
1.0464160340347481, 0.9299371994827605
1.0447255766964136, 0.9721885561060303
0.9672186589779046, 0.8252642980791696
0.9294255598025288, 0.8484275369387212
0.9782098658213557, 0.9181939582851949
0.981970605706402, 1.1524289862347314
1.0722681768444577, 1.1822183478577935
1.0096194027597452, 0.9007063732418507
0.9111553855732455, 0.6487174035651779
0.8771099733599733, 0.540361856142419
0.9206082725060828, 0.4522676495173022
0.3207142857142858, 0.5519795665471353
0.12637096774193549, 0.5366675915526485
0.8154691358024693, 0.5483992818190695
0.7254602084182338, 0.22622642538396046
0.6439837095144135, 0.23948615483859842
0.5940705327069669, 0.2251902893383766
0.6229445197357276, 0.27598188158228637
0.6305795327173996, 0.25427244482941924
0.6008020555767035, 0.24318616435317172
0.5411293874455951, 0.23776442834146844
0.612187767296734, 0.25843371526612996
0.6082890833495597, 0.20067091886747154
0.5892480781348456, 0.2756249511880608
0.5668696337314619, 0.24314157449466384
0.5418275409907127, 0.2924531206677503
0.5766295991349807, 0.26551475047367057
0.5904905450156294, 0.2660130304026392
0.5659015822247635, 0.38420739213429944
0.6395522671580266, 0.35778899885371657
0.6497783342018634, 0.33860457458302967
0.5987790697674419, 0.2194593409427954
0.748987393376819, 0.3902111700708646
0.7808184139381195, 0.9446679787692579
0.9014791284579988, 0.7770704116602015
1.0182480157384166, 0.26579826838580417
1.269342438749648, 0.9396283132322134
1.4092995171584881, 1.3387259433816516
1.5538410289963442, 1.3987733704553333
1.7130903883546167, 1.1913451580985766
1.6785889504776406, 0.9415377288574066
1.7773810053504489, 0.77125349627863
1.4700287948768154, 0.7141521656037976
1.5703165959017904, 0.6790526108863448
1.4911995637949835, 0.6978411078009488
1.6065869247626003, 0.8676341658633924
1.4974936617167693, 0.8486288180490692
1.3461401557285873, 0.8847364331448614
1.4037886029411764, 1.1558020723159936
1.2888872348343878, 1.2553386771777861
1.3031918063314711, 1.336419536041881
1.2873483992467043, 1.3640956034888438
1.2652690058479532, 1.3261820524107015
1.2814101080246914, 1.411014282420884
1.2748649691358025, 1.4049754809907968
1.445130228505035, 1.518685133772946
1.5622631008668242, 1.6546128020032052
1.453427189709348, 1.5304466400240182
1.395990371218153, 1.5036170208514363
1.4334849785941854, 1.6352555752551114
1.1420410746674727, 1.419862024810172
0.8587357026143791, 1.3419705421887178
0.9933904074529074, 1.3450285121221732
0.9917760028949546, 1.2907588937488759
0.9505582574503311, 1.3557821763080904
0.9728940612033194, 1.4218354932113044
0.9032528468449643, 1.3973800855223963
0.8903399581589958, 1.2956578618570567
0.8928727377946127, 1.2667181136602548
0.9117563791649093, 1.2853658971961808
0.7754645833333335, 1.2703015838262472
0.747762494804655, 1.1186951644833814
0.775521349009901, 1.2958920988856655
0.5901169706582078, 0.7525463650900346
0.6608226361501065, 0.5211461721584224
0.7328361826996683, 0.8206783027950921
0.7120266666666667, 1.0327316111020057
0.5427130801687764, 0.9323711034284948
0.6197095841150719, 0.8470771392717
0.6378702659918931, 0.828221821882352
0.6591137377276006, 0.8009813842974515
0.6926155844410142, 0.7730801306759412
0.7141120095488134, 0.7970007801989127
0.6790450766664275, 0.7753534178928335
0.6106185760197533, 0.6788393492426157
0.5680019437906308, 0.6333032238193932
0.5893385554198366, 0.6207529058046211
0.5837634258790151, 0.6709327043977555
0.5880939729072706, 0.6603943606656801
0.5792016114202428, 0.6560111585110607
0.5923534796124568, 0.7002703457372038
0.6098707104479598, 0.698643226567619
0.6174766324381253, 0.6448984497446789
